,Order Id,Order Date,Ship Date,Ship Mode,Product Id,Customer Id,Sales,Quantity,Discount,Profit
120,CA-2016-103730,6/12/2016,6/15/2016,First Class,OFF-BI-10003910,SC-20725,$30.84,4,0.0,13.878
121,CA-2016-103730,6/12/2016,6/15/2016,First Class,OFF-ST-10000777,SC-20725,$226.56,6,0.0,63.4368
122,CA-2016-103730,6/12/2016,6/15/2016,First Class,OFF-EN-10002500,SC-20725,$115.02,9,0.0,51.75899999999999
123,CA-2016-103730,6/12/2016,6/15/2016,First Class,TEC-PH-10003875,SC-20725,$68.04,7,0.0,19.7316
124,US-2014-152030,12/26/2014,12/28/2014,Second Class,FUR-CH-10004063,AD-10180,$600.558,3,0.3,-8.5794
125,US-2014-134614,9/20/2014,9/25/2014,Standard Class,FUR-TA-10004534,PF-19165,$617.7,6,0.5,-407.68199999999996
126,US-2017-107272,11/5/2017,11/12/2017,Standard Class,OFF-BI-10003274,TS-21610,$2.388,2,0.7,-1.8308
127,US-2017-107272,11/5/2017,11/12/2017,Standard Class,OFF-ST-10002974,TS-21610,$243.99200000000002,7,0.2,30.499000000000002
128,US-2016-125969,11/6/2016,11/10/2016,Second Class,FUR-CH-10001146,LS-16975,$81.42399999999999,2,0.2,-9.1602
129,US-2016-125969,11/6/2016,11/10/2016,Second Class,FUR-FU-10003773,LS-16975,$238.56,3,0.0,26.2416
130,US-2017-164147,2/2/2017,2/5/2017,First Class,TEC-PH-10002293,DW-13585,$59.97,5,0.4,-11.994000000000002
131,US-2017-164147,2/2/2017,2/5/2017,First Class,OFF-PA-10002377,DW-13585,$78.304,2,0.2,29.364
132,US-2017-164147,2/2/2017,2/5/2017,First Class,OFF-FA-10002780,DW-13585,$21.456,9,0.2,6.9732
133,CA-2016-145583,10/13/2016,10/19/2016,Standard Class,OFF-PA-10001804,LC-16885,$20.04,3,0.0,9.6192
134,CA-2016-145583,10/13/2016,10/19/2016,Standard Class,OFF-PA-10001736,LC-16885,$35.44,1,0.0,16.6568
135,CA-2016-145583,10/13/2016,10/19/2016,Standard Class,OFF-AR-10001149,LC-16885,$11.52,4,0.0,3.4560000000000004
136,CA-2016-145583,10/13/2016,10/19/2016,Standard Class,OFF-FA-10002988,LC-16885,$4.02,2,0.0,1.9698
137,CA-2016-145583,10/13/2016,10/19/2016,Standard Class,OFF-BI-10004781,LC-16885,$76.176,3,0.2,26.6616
138,CA-2016-145583,10/13/2016,10/19/2016,Standard Class,OFF-SU-10001218,LC-16885,$65.88,6,0.0,18.4464
139,CA-2016-145583,10/13/2016,10/19/2016,Standard Class,FUR-FU-10001706,LC-16885,$43.12,14,0.0,20.6976
140,CA-2016-110366,9/5/2016,9/7/2016,Second Class,FUR-FU-10004848,JD-15895,$82.8,2,0.2,10.35
141,CA-2017-106180,9/18/2017,9/23/2017,Standard Class,OFF-AR-10000940,SH-19975,$8.82,3,0.0,2.3814
142,CA-2017-106180,9/18/2017,9/23/2017,Standard Class,OFF-EN-10004030,SH-19975,$10.86,3,0.0,5.1042
143,CA-2017-106180,9/18/2017,9/23/2017,Standard Class,OFF-PA-10004327,SH-19975,$143.7,3,0.0,68.976
144,CA-2017-155376,12/22/2017,12/27/2017,Standard Class,OFF-AP-10001058,SG-20080,$839.43,3,0.0,218.2518
145,CA-2015-110744,9/7/2015,9/12/2015,Standard Class,OFF-ST-10003656,HA-14920,$671.93,7,0.0,20.1579
146,CA-2014-110072,10/22/2014,10/28/2014,Standard Class,FUR-FU-10000521,MG-17680,$93.88799999999999,4,0.2,12.9096
147,CA-2016-114489,12/5/2016,12/9/2016,Standard Class,TEC-PH-10000215,JE-16165,$384.45,11,0.0,103.8015
148,CA-2016-114489,12/5/2016,12/9/2016,Standard Class,TEC-PH-10001448,JE-16165,$149.97,3,0.0,5.9988
149,CA-2016-114489,12/5/2016,12/9/2016,Standard Class,FUR-CH-10000454,JE-16165,$1951.84,8,0.0,585.552
150,CA-2016-114489,12/5/2016,12/9/2016,Standard Class,OFF-BI-10002735,JE-16165,$171.55,5,0.0,80.6285
151,CA-2016-158834,3/13/2016,3/16/2016,First Class,OFF-AP-10000326,TW-21025,$157.92,5,0.2,17.766
152,CA-2016-158834,3/13/2016,3/16/2016,First Class,TEC-PH-10001254,TW-21025,$203.18400000000003,2,0.2,15.2388
153,CA-2015-124919,5/31/2015,6/2/2015,First Class,OFF-PA-10001950,SP-20650,$58.38,7,0.0,26.271
154,CA-2015-124919,5/31/2015,6/2/2015,First Class,OFF-PA-10002254,SP-20650,$105.52,4,0.0,48.5392
155,CA-2015-124919,5/31/2015,6/2/2015,First Class,OFF-ST-10001590,SP-20650,$80.88,6,0.0,21.0288
156,CA-2015-118948,5/28/2015,6/3/2015,Standard Class,OFF-AR-10001547,NK-18490,$6.63,3,0.0,1.7901
157,CA-2014-104269,3/1/2014,3/6/2014,Second Class,FUR-CH-10004063,DB-13060,$457.56800000000004,2,0.2,51.4764
158,CA-2016-114104,11/20/2016,11/24/2016,Standard Class,OFF-LA-10002475,NP-18670,$14.62,2,0.0,6.8714
159,CA-2016-114104,11/20/2016,11/24/2016,Standard Class,TEC-PH-10004536,NP-18670,$944.93,7,0.0,236.2325
160,CA-2016-162733,5/11/2016,5/12/2016,First Class,OFF-PA-10002751,TT-21070,$5.98,1,0.0,2.6910000000000003
161,CA-2015-119697,12/28/2015,12/31/2015,Second Class,TEC-AC-10003657,EM-13960,$54.38399999999999,2,0.2,1.3596
162,CA-2016-154508,11/16/2016,11/20/2016,Standard Class,OFF-EN-10001990,RD-19900,$28.4,5,0.0,13.347999999999999
163,CA-2016-113817,11/7/2016,11/11/2016,Standard Class,OFF-BI-10004002,MJ-17740,$27.68,2,0.2,9.687999999999999
164,CA-2014-139892,9/8/2014,9/12/2014,Standard Class,OFF-AR-10004441,BM-11140,$9.936,3,0.2,2.7324
165,CA-2014-139892,9/8/2014,9/12/2014,Standard Class,TEC-MA-10000822,BM-11140,$8159.951999999999,8,0.4,-1359.9920000000002
166,CA-2014-139892,9/8/2014,9/12/2014,Standard Class,OFF-ST-10000991,BM-11140,$275.928,3,0.2,-58.6347
167,CA-2014-139892,9/8/2014,9/12/2014,Standard Class,FUR-CH-10004287,BM-11140,$1740.06,9,0.3,-24.858
168,CA-2014-139892,9/8/2014,9/12/2014,Standard Class,OFF-AR-10002656,BM-11140,$32.064,6,0.2,6.8136
169,CA-2014-139892,9/8/2014,9/12/2014,Standard Class,OFF-AP-10002518,BM-11140,$177.98,5,0.8,-453.849
170,CA-2014-139892,9/8/2014,9/12/2014,Standard Class,TEC-PH-10003931,BM-11140,$143.976,3,0.2,8.9985
171,CA-2014-118962,8/5/2014,8/9/2014,Standard Class,OFF-PA-10000659,CS-12130,$20.94,3,0.0,9.8418
172,CA-2014-118962,8/5/2014,8/9/2014,Standard Class,OFF-PA-10001144,CS-12130,$110.96,2,0.0,53.2608
173,CA-2014-118962,8/5/2014,8/9/2014,Standard Class,FUR-CH-10003817,CS-12130,$340.144,7,0.2,21.259
174,US-2014-100853,9/14/2014,9/19/2014,Standard Class,OFF-AP-10000891,JB-15400,$52.448,2,0.8,-131.12
175,US-2014-100853,9/14/2014,9/19/2014,Standard Class,OFF-LA-10003148,JB-15400,$20.16,4,0.2,6.5520000000000005
176,US-2017-152366,4/21/2017,4/25/2017,Second Class,OFF-AP-10002684,SJ-20500,$97.264,4,0.8,-243.16
177,US-2015-101511,11/21/2015,11/23/2015,Second Class,FUR-CH-10004698,JE-15745,$396.80199999999996,7,0.3,-11.3372
178,US-2015-101511,11/21/2015,11/23/2015,Second Class,OFF-SU-10002189,JE-15745,$15.88,5,0.2,-3.7715
179,CA-2015-137225,12/15/2015,12/19/2015,Standard Class,OFF-AR-10001940,JK-15640,$3.28,1,0.0,1.4104
180,CA-2014-166191,12/5/2014,12/9/2014,Second Class,OFF-ST-10003455,DK-13150,$24.816,2,0.2,1.8612
181,CA-2014-166191,12/5/2014,12/9/2014,Second Class,TEC-AC-10004659,DK-13150,$408.744,7,0.2,76.6395
182,CA-2014-158274,11/19/2014,11/24/2014,Second Class,TEC-PH-10003273,RM-19675,$503.96,4,0.0,131.0296
183,CA-2014-158274,11/19/2014,11/24/2014,Second Class,TEC-PH-10004896,RM-19675,$149.95,5,0.0,41.986000000000004
184,CA-2014-158274,11/19/2014,11/24/2014,Second Class,TEC-AC-10002345,RM-19675,$29.0,2,0.0,7.25
185,CA-2016-105018,11/28/2016,12/2/2016,Standard Class,OFF-BI-10001890,SK-19990,$7.16,2,0.0,3.4368
186,CA-2014-123260,8/26/2014,8/30/2014,Standard Class,TEC-AC-10002323,FM-14290,$176.8,8,0.0,22.984
187,CA-2016-157000,7/16/2016,7/22/2016,Standard Class,OFF-ST-10001328,AM-10360,$37.224000000000004,3,0.2,3.7224
188,CA-2016-157000,7/16/2016,7/22/2016,Standard Class,OFF-PA-10001950,AM-10360,$20.016,3,0.2,6.255
189,CA-2015-102281,10/12/2015,10/14/2015,First Class,FUR-BO-10002613,MP-17470,$899.1360000000001,4,0.2,112.39200000000001
190,CA-2015-102281,10/12/2015,10/14/2015,First Class,TEC-PH-10001552,MP-17470,$71.76,6,0.0,20.0928
191,CA-2015-102281,10/12/2015,10/14/2015,First Class,OFF-PA-10000061,MP-17470,$51.84,8,0.0,24.8832
192,CA-2015-102281,10/12/2015,10/14/2015,First Class,FUR-BO-10002545,MP-17470,$626.352,3,0.2,46.9764
193,CA-2015-102281,10/12/2015,10/14/2015,First Class,OFF-AR-10003514,MP-17470,$19.9,5,0.0,6.567
194,CA-2015-131457,10/31/2015,11/6/2015,Standard Class,OFF-EN-10001509,MZ-17515,$14.28,7,0.0,6.7116
195,CA-2014-140004,3/21/2014,3/25/2014,Standard Class,OFF-AR-10004685,CB-12025,$7.4079999999999995,2,0.2,1.2038
196,CA-2014-140004,3/21/2014,3/25/2014,Standard Class,OFF-AR-10004027,CB-12025,$6.047999999999999,3,0.2,1.5876
197,CA-2017-107720,11/6/2017,11/13/2017,Standard Class,OFF-ST-10001414,VM-21685,$46.26,3,0.0,12.0276
198,US-2017-124303,7/6/2017,7/13/2017,Standard Class,OFF-BI-10000343,FH-14365,$2.946,2,0.7,-2.2586
199,US-2017-124303,7/6/2017,7/13/2017,Standard Class,OFF-PA-10002749,FH-14365,$16.055999999999997,3,0.2,5.8203
200,CA-2017-105074,6/24/2017,6/29/2017,Standard Class,OFF-PA-10002666,MB-17305,$21.744,3,0.2,6.795
201,CA-2014-133690,8/3/2014,8/5/2014,First Class,FUR-TA-10004289,BS-11755,$218.75,2,0.5,-161.875
202,CA-2014-133690,8/3/2014,8/5/2014,First Class,OFF-AP-10003622,BS-11755,$2.6,1,0.2,0.2925
203,US-2017-116701,12/17/2017,12/21/2017,Second Class,OFF-AP-10003217,LC-17140,$66.28399999999999,2,0.8,-178.9668
204,CA-2017-126382,6/3/2017,6/7/2017,Standard Class,FUR-FU-10002960,HK-14890,$35.168,7,0.2,9.6712
205,CA-2017-108329,12/9/2017,12/14/2017,Standard Class,TEC-PH-10001918,LE-16810,$444.76800000000003,4,0.2,44.4768
206,CA-2017-135860,12/1/2017,12/7/2017,Standard Class,OFF-ST-10000642,JH-15985,$83.92,4,0.0,5.8744
207,CA-2017-135860,12/1/2017,12/7/2017,Standard Class,TEC-PH-10001700,JH-15985,$131.98,2,0.0,35.6346
208,CA-2017-135860,12/1/2017,12/7/2017,Standard Class,OFF-BI-10003274,JH-15985,$15.92,4,0.0,7.4824
209,CA-2017-135860,12/1/2017,12/7/2017,Standard Class,OFF-FA-10000134,JH-15985,$52.29,9,0.0,16.2099
210,CA-2017-135860,12/1/2017,12/7/2017,Standard Class,OFF-ST-10001522,JH-15985,$91.99,1,0.0,3.6796
211,CA-2015-101007,2/9/2015,2/13/2015,Second Class,TEC-AC-10001266,MS-17980,$20.8,2,0.2,6.5
212,CA-2015-146262,1/2/2015,1/9/2015,Standard Class,OFF-LA-10004544,VW-21775,$23.68,2,0.2,8.88
213,CA-2015-146262,1/2/2015,1/9/2015,Standard Class,FUR-BO-10004695,VW-21775,$452.45,5,0.5,-244.32299999999998
214,CA-2015-146262,1/2/2015,1/9/2015,Standard Class,TEC-PH-10002844,VW-21775,$62.982,3,0.4,-14.6958
215,CA-2015-146262,1/2/2015,1/9/2015,Standard Class,TEC-MA-10000864,VW-21775,$1188.0,9,0.7,-950.4
